Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRE25,OUT018,1462.582834
FDD14,OUT017,2934.753188
FDB10,OUT046,3590.213314
DRN11,OUT035,2468.932876
FDP38,OUT018,561.16953
NCA30,OUT017,2919.812636
FDT15,OUT017,3434.609196
NCP55,OUT018,725.349152
FDF12,OUT035,2761.631872
FDM21,OUT018,3780.019578
FDX56,OUT035,3948.42703
FDF10,OUT017,2529.10788
FDT32,OUT045,2193.458126
FDM51,OUT018,1090.64698
NCR50,OUT018,2491.769816
FDI19,OUT049,3694.098088
FDX21,OUT017,1849.053102
FDR31,OUT035,2760.480038
FDY02,OUT013,3699.58428
NCA29,OUT045,4169.652396
NCX17,OUT046,3213.177432
FDM12,OUT045,2490.69122
FDI53,OUT027,3335.345074
NCU30,OUT049,3008.244192
FDC56,OUT027,3217.118968
FDK27,OUT018,1623.240374
NCK18,OUT017,2978.875754
FDB52,OUT019,477.61163
DRG25,OUT027,5554.929192
FDZ13,OUT049,961.548360000001
FDB57,OUT019,598.68736
FDR40,OUT046,1473.61514
NCO14,OUT019,130.849674
NCN19,OUT045,2720.205796
FDQ28,OUT019,297.459466
FDO13,OUT018,2146.57249
FDK48,OUT013,1305.087844
FDU07,OUT018,1923.642676
FDW20,OUT046,2457.507748
FDV12,OUT010,189.15378
FDH24,OUT013,2498.188128
FDV59,OUT049,3375.932242
FDK57,OUT045,1881.098056
FDL16,OUT027,1111.712892
NCQ17,OUT046,2616.733818
FDJ15,OUT018,2694.013224
FDX24,OUT049,1349.137172
FDT47,OUT046,1633.533642
FDT10,OUT049,938.984398
FDZ37,OUT018,1163.1526
FDW43,OUT027,6963.815256
DRN36,OUT017,1736.732642
FDJ14,OUT045,1125.574848
FDA32,OUT013,3035.508702
FDJ38,OUT019,552.707212
FDQ57,OUT017,1875.911474
NCQ41,OUT019,456.625614
FDG56,OUT049,1070.859404
DRC13,OUT027,3453.844158
FDV55,OUT035,2637.793072
FDQ49,OUT045,3215.01504
FDE29,OUT010,170.94415
FDR03,OUT013,4095.682016
FDD45,OUT049,1497.823628
FDN38,OUT010,553.153298
FDT56,OUT046,743.052774
FDT48,OUT045,3502.354346
FDU03,OUT049,3690.249764
FDC56,OUT010,169.71242
NCO43,OUT027,2660.483536
FDQ27,OUT017,2196.70723
FDR03,OUT046,3698.492368
DRH23,OUT010,172.528754
FDG22,OUT045,631.591196
NCJ42,OUT013,1691.538138
FDR24,OUT046,1317.957758
FDW60,OUT035,3209.002866
FDJ08,OUT013,3405.620264
DRL59,OUT018,878.196858
FDG60,OUT010,618.048824
FDW27,OUT017,2235.88956
FDX14,OUT018,1199.33883
FDC20,OUT013,595.904316
NCS29,OUT018,3474.637092
FDJ56,OUT046,1599.937374
FDB20,OUT019,165.264876
FDL28,OUT027,6563.602876
FDW01,OUT018,2141.605622
FDL03,OUT046,2645.45643
FDX22,OUT049,4323.066032
FDJ21,OUT035,3386.2588
FDR31,OUT045,1452.469332
FDG21,OUT035,3200.96666
FDS22,OUT027,1044.021006
FDK08,OUT035,1378.345818
FDE17,OUT018,2272.222266
NCN30,OUT017,1376.521526
FDT50,OUT046,1198.852796
NCX42,OUT049,2919.00036
FDJ12,OUT035,3596.48515
NCA18,OUT027,2539.307936
FDP23,OUT019,402.389546
FDX12,OUT013,3982.609202
FDN40,OUT018,2547.057848
FDV48,OUT035,1601.808272
NCY54,OUT013,3011.506612
FDL16,OUT010,124.611128
FDR45,OUT018,3261.65433
FDJ52,OUT046,2335.107076
DRG01,OUT017,1512.73089
FDP52,OUT013,4553.546018
FDU58,OUT017,3174.541058
FDL02,OUT045,1616.775456
FDG28,OUT013,3551.150828
FDA19,OUT035,2093.648048
FDW46,OUT027,2087.496056
NCD43,OUT049,1386.655002
DRG39,OUT013,952.566718
NCF55,OUT049,719.370268
FDJ07,OUT046,2082.669006
FDE08,OUT046,2609.017196
FDP56,OUT019,127.66715
FDT45,OUT045,759.185108
FDF17,OUT018,2842.886104
FDX44,OUT046,1403.979118
FDM28,OUT027,5358.365058
FDI36,OUT049,3182.910164
FDS07,OUT045,1551.773402
FDD36,OUT045,1537.685074
FDW11,OUT046,1017.961594
FDN40,OUT049,2213.199096
NCQ18,OUT049,1667.742446
NCQ54,OUT017,3333.201198
NCS42,OUT045,1723.137006
DRH39,OUT010,182.855312
FDC09,OUT027,2594.735786
FDT08,OUT010,291.72027
FDC08,OUT035,4300.36891
FDT20,OUT017,628.91468
FDS35,OUT035,1220.404742
FDX58,OUT018,3369.54722
FDW58,OUT046,1749.715742
DRD27,OUT046,1596.029128
FDH32,OUT019,183.96054
FDS26,OUT035,4140.616858
FDQ31,OUT046,1387.267538
FDP11,OUT018,3919.478046
FDD58,OUT017,1649.945612
FDM33,OUT045,3477.500032
FDZ16,OUT049,3698.692108
NCS29,OUT010,536.341848
NCM18,OUT019,139.857948
FDP11,OUT049,3173.588964
NCC42,OUT017,2293.068464
DRM23,OUT046,2478.160864
NCN55,OUT027,4191.730324
FDK46,OUT013,4635.186414
FDR01,OUT046,3117.335522
NCA05,OUT045,1631.07684
NCP43,OUT017,2904.91869
FDR12,OUT010,350.883258
FDQ01,OUT013,3518.480022
FDM13,OUT046,2082.928668
FDQ19,OUT017,3371.657806
FDK56,OUT019,445.247092
NCX06,OUT010,461.99862
FDO56,OUT027,2401.620496
FDU45,OUT045,2243.239992
FDI16,OUT019,170.771042
FDL32,OUT046,2118.169462
FDA07,OUT046,2124.654354
FDA14,OUT045,2584.80205
FDV46,OUT027,3825.866566
NCO07,OUT035,3458.831
NCP41,OUT046,1509.022384
FDY60,OUT018,1797.9929
FDN38,OUT017,3182.72374
FDO15,OUT046,1348.238342
FDT60,OUT013,1820.72997
FDA55,OUT035,4621.976942
FDE02,OUT010,163.567086
DRJ39,OUT049,3881.587368
FDV34,OUT035,1349.34357
FDS20,OUT027,4707.891774
FDF02,OUT027,3212.158758
FDW40,OUT017,2667.174826
NCB43,OUT046,3268.458806
FDR58,OUT017,1326.553236
DRJ59,OUT035,577.554868
NCD30,OUT017,1593.086292
FDE14,OUT017,1809.904062
FDC28,OUT018,1434.612576
FDU16,OUT018,1070.83943
NCD19,OUT035,886.91218
FDU21,OUT046,632.996034
FDV59,OUT027,4430.313096
FDU03,OUT045,3495.303524
FDC33,OUT010,714.157054
NCR42,OUT035,445.460148
DRH59,OUT035,1153.012466
NCM31,OUT035,1755.694626
FDS50,OUT035,4109.444102
FDP39,OUT046,913.983608
FDQ55,OUT013,2058.02109
FDV36,OUT019,498.637594
FDI05,OUT027,2412.453062
FDS45,OUT027,2590.834198
FDA39,OUT045,597.362418
FDC37,OUT010,248.017158
FDJ60,OUT027,4569.312162
DRQ35,OUT046,1812.287626
NCJ06,OUT046,1938.017298
NCY42,OUT018,2567.218272
DRM37,OUT049,3536.702968
FDR14,OUT045,814.446508
FDE51,OUT049,594.665928
FDT33,OUT017,2688.407188
FDR08,OUT013,1861.596774
FDE36,OUT010,322.77984
FDL22,OUT019,342.95358
FDR44,OUT013,1950.467758
FDI56,OUT019,269.589078
FDE47,OUT010,259.635368
FDV27,OUT010,186.011204
FDV10,OUT049,774.878014
FDC40,OUT045,1514.035858
NCX41,OUT013,3550.651478
NCQ38,OUT027,2474.225986
FDV12,OUT027,3322.994484
FDE52,OUT017,1600.236984
FDG20,OUT027,4234.55458
FDV16,OUT027,919.696172
FDI32,OUT017,3019.7359
FDJ32,OUT049,749.863908
FDN39,OUT018,2091.058086
FDY34,OUT017,2990.520596
FDC14,OUT035,732.613029999999
FDA55,OUT017,4596.38359
FDZ50,OUT010,570.304306
DRG13,OUT049,2280.092022
FDP01,OUT013,2087.602584
NCG54,OUT017,2754.201544
FDM13,OUT045,1858.827046
NCO18,OUT027,4042.00522
NCW41,OUT013,2846.46145
FDM52,OUT027,3232.92506
NCF55,OUT035,744.058132
FDT09,OUT046,2137.071524
NCM19,OUT035,1655.64486
FDW12,OUT018,1587.273858
FDP15,OUT019,467.711184000001
FDK36,OUT045,790.710738
FDZ25,OUT035,3141.404192
NCW06,OUT049,3266.095216
FDW60,OUT046,3131.430508
DRC49,OUT013,2427.080688
NCT17,OUT035,3246.820306
NCN06,OUT018,2611.127782
FDC45,OUT013,2661.382366
DRJ47,OUT019,547.960058
NCF06,OUT045,3941.516026
FDE21,OUT010,248.669642
DRG27,OUT013,692.218944
FDW40,OUT049,2469.944892
NCO53,OUT046,2877.407834
FDE23,OUT049,654.534664
FDQ16,OUT046,1833.200404
FDS26,OUT045,3609.954284
FDZ13,OUT010,71.4403400000001
FDS14,OUT049,1985.54876
FDC10,OUT045,1760.195434
FDY16,OUT049,3690.249764
FDJ20,OUT035,1974.250134
FDV43,OUT035,688.463832
FDZ32,OUT027,1968.457674
FDR23,OUT046,2512.369668
FDN24,OUT035,876.05964
FDE34,OUT027,5501.8383
FDU31,OUT013,3136.976622
FDW33,OUT018,1458.408268
FDU26,OUT046,1564.783134
FDE20,OUT027,5220.40464
NCW05,OUT035,2191.687098
FDB22,OUT018,2156.872416
FDO56,OUT046,1956.859438
FDA19,OUT027,4140.769992
DRI39,OUT045,1004.352642
FDH52,OUT018,778.400096
FDZ50,OUT035,3871.580394
NCN42,OUT035,2875.843204
FDB53,OUT013,2684.725314
DRG11,OUT017,1921.871648
DRK11,OUT027,3595.333316
FDQ60,OUT017,1627.208542
FDT36,OUT017,549.431476
DRG25,OUT018,3094.13905
DRJ23,OUT046,2579.955026
FDG05,OUT035,2774.341994
NCK06,OUT018,1895.119804
FDU52,OUT017,2213.139174
FDW07,OUT018,1252.909098
NCM17,OUT045,842.237
FDA22,OUT045,3006.68622
NCA41,OUT018,2666.875216
FDF38,OUT035,579.07955
FDH52,OUT046,1070.646348
FDY58,OUT019,507.37289
FDZ16,OUT045,4096.10147
NCM18,OUT017,1178.013256
FDA22,OUT018,2403.877558
NCJ43,OUT035,2914.233232
FDI34,OUT027,7198.236778
FDG56,OUT046,1441.729978
FDS34,OUT046,1738.10419
DRC01,OUT035,877.737456
FDQ04,OUT035,699.55606
FDK04,OUT035,714.463322000001
FDT51,OUT049,1666.384214
FDV26,OUT017,2940.30596
FDS04,OUT049,2127.257632
FDW43,OUT018,2743.582034
FDQ28,OUT010,283.89712
NCK06,OUT017,2147.8708
FDS23,OUT018,2348.782608
FDZ36,OUT019,533.931652
FDE56,OUT018,730.249440000001
FDW10,OUT027,5769.98259199999
NCN14,OUT045,2685.584196
NCQ18,OUT045,1701.658298
FDW08,OUT017,1688.4688
FDU43,OUT035,4669.435166
FDR33,OUT010,270.334774
FDM24,OUT010,371.28337
NCZ05,OUT046,1533.843408
NCV41,OUT035,1995.116306
FDV11,OUT018,2545.306794
NCY05,OUT035,749.99041
FDV44,OUT018,2914.17331
FDW32,OUT049,1209.72531
NCU18,OUT027,3986.763794
NCC43,OUT035,3893.09905
FDW19,OUT013,1810.070512
FDN31,OUT035,3468.098936
FDI48,OUT045,832.416450000001
FDS24,OUT017,1137.239664
FDF46,OUT049,1964.24316
DRG23,OUT017,1878.581332
FDG14,OUT018,2542.011084
NCY30,OUT049,2731.164864
FDO28,OUT018,1647.968186
DRD24,OUT035,2089.986148
FDI33,OUT049,1573.498456
FDN32,OUT046,3104.678664
FDR16,OUT045,4550.230334
FDF26,OUT046,2339.647832
NCN29,OUT018,606.330744
FDE20,OUT045,3119.73906
FDA46,OUT046,3155.778814
FDU28,OUT045,2805.934204
FDQ48,OUT045,1473.874802
FDV36,OUT013,2188.85079
FDR14,OUT018,448.369694
FDP23,OUT017,3596.698206
FDP56,OUT013,786.629384000001
FDK48,OUT010,171.163864
FDR48,OUT046,2393.823978
NCY29,OUT049,886.952128
FDM22,OUT018,856.478462
DRJ01,OUT013,2284.998968
FDZ43,OUT045,3641.972606
FDV03,OUT035,2469.791758
FDX11,OUT027,5260.65225
NCA41,OUT027,4577.927614
FDE38,OUT017,2279.945546
FDI27,OUT018,884.535274
FDN32,OUT013,3915.76954
NCN43,OUT017,2207.712904
FDB47,OUT027,5583.205718
FDV03,OUT017,2821.147734
NCN30,OUT045,1337.219352
NCV54,OUT010,316.661138
FDV07,OUT013,1419.738604
FDP07,OUT049,2222.786616
FDK48,OUT018,795.051754
FDM15,OUT019,256.792402
FDY19,OUT027,2919.726082
FDK46,OUT046,4603.580888
FDY11,OUT045,1114.136404
FDH09,OUT046,656.858306
FDO08,OUT027,4745.243154
FDU14,OUT013,3651.227226
FDD22,OUT027,3864.829182
FDM27,OUT017,2632.919416
FDL02,OUT027,2775.32072
NCA17,OUT035,2666.575606
FDE38,OUT019,561.53572
NCG07,OUT049,3374.866962
DRC27,OUT013,4124.943926
FDA27,OUT035,3393.669154
FDW40,OUT045,2218.126016
DRI11,OUT013,1634.612238
FDN50,OUT046,1668.59467
FDR12,OUT046,3195.547048
FDT34,OUT027,2886.17642
FDW11,OUT035,1104.948364
NCO30,OUT027,5070.53306
FDZ34,OUT017,3563.900898
FDU45,OUT017,2363.942874
NCD42,OUT035,696.29364
FDX25,OUT045,3127.042886
NCR29,OUT046,937.925776
FDX43,OUT019,511.747196
FDB04,OUT010,229.63442
FDR49,OUT027,1672.343124
FDS39,OUT018,1734.602082
FDW58,OUT045,1467.92255
FDG22,OUT019,58.02447
FDG31,OUT017,915.854505999999
NCV53,OUT027,6620.808412
DRJ37,OUT035,2618.571426
FDV07,OUT035,1594.471156
FDW52,OUT018,2409.903048
FDT15,OUT045,3164.041392
FDD02,OUT018,2096.644148
FDM16,OUT035,1291.924978
NCE55,OUT046,2696.003966
FDB57,OUT018,2530.299662
FDQ04,OUT013,667.757452
FDQ47,OUT019,107.99276
FDY14,OUT019,411.184764
DRK37,OUT017,3566.910314
FDO25,OUT017,4373.087586
FDL57,OUT046,5357.25983
NCK29,OUT018,2306.211356
FDK46,OUT027,8358.013772
NCB43,OUT010,573.080692
DRE01,OUT027,6824.929376
FDC46,OUT018,2725.532196
FDQ23,OUT045,1466.79069
FDX38,OUT049,807.562136
FDG60,OUT018,3321.596304
FDW55,OUT017,3892.66628
FDP39,OUT013,736.121796
FDB20,OUT018,991.788996
FDV21,OUT017,2633.898142
FDZ02,OUT013,1155.089762
FDP19,OUT027,3454.47001
FDA38,OUT035,3754.772442
FDH22,OUT045,2322.982858
DRM11,OUT045,3683.218916
FDO12,OUT027,3774.213802
FDT14,OUT049,2178.8305
FDW34,OUT010,509.010758
FDG04,OUT027,3952.728098
FDW59,OUT018,1047.709538
FDR33,OUT018,1601.561926
FDP32,OUT013,2017.114338
FDL13,OUT027,6429.09130199999
FDD22,OUT013,2003.998078
FDV40,OUT027,1951.379904
NCD55,OUT046,672.997298
FDQ20,OUT010,61.479972
FDD28,OUT045,712.872060000001
FDC39,OUT045,3811.252256
NCR17,OUT049,1943.30375
DRO35,OUT018,1773.538066
FDF40,OUT049,3832.524566
FDR31,OUT018,2603.351238
NCQ41,OUT017,2923.69425
FDP38,OUT046,571.42285
NCU54,OUT027,5993.99766
FDG22,OUT018,347.101514
DRK59,OUT013,3118.846888
FDC37,OUT046,1925.433678
NCO42,OUT013,2579.289226
NCT42,OUT017,2021.941388
FDX27,OUT035,1915.732972
FDV40,OUT018,868.975528
FDT45,OUT027,1884.686718
FDS47,OUT019,276.020706
FDR45,OUT035,5616.648852
FDB03,OUT045,4065.388116
FDO49,OUT035,863.342860000001
FDU60,OUT027,4380.950684
FDB26,OUT018,794.239478000001
FDB46,OUT017,3485.7959
FDQ37,OUT019,394.406604
FDN03,OUT017,4304.803138
NCX30,OUT045,4210.672334
FDK32,OUT019,329.47113
DRM47,OUT013,3301.981836
NCO02,OUT046,1478.881618
FDP04,OUT013,816.723544
NCO43,OUT049,2216.74781
FDD59,OUT013,1288.55603
FDQ10,OUT017,3104.252552
FDW45,OUT035,3035.102564
NCK30,OUT049,4389.066786
FDU31,OUT018,2456.342598
NCQ17,OUT019,223.988436
FDN01,OUT017,2185.02244
FDZ19,OUT049,2812.525624
DRG37,OUT017,2139.262006
FDE32,OUT045,402.809
FDO34,OUT049,2583.350606
FDM04,OUT019,110.516142
FDZ25,OUT049,3026.666878
FDU08,OUT049,1527.984368
NCW30,OUT045,3556.517176
NCM18,OUT013,1108.670186
FDS22,OUT035,593.76044
NCH18,OUT017,3380.792582
FDC23,OUT013,2954.167916
FDY46,OUT013,2774.701526
NCU06,OUT046,4212.236964
FDX57,OUT045,1458.794432
FDX36,OUT027,5234.96568599999
FDL16,OUT045,815.691554
FDT16,OUT010,766.908388
FDN16,OUT018,1454.40681
FDC03,OUT046,2958.495616
DRF60,OUT013,4952.393508
FDS27,OUT027,4992.328192
FDP33,OUT010,660.600102
FDJ36,OUT018,1433.307608
NCR42,OUT013,375.158326
FDV14,OUT017,1266.498076
NCP42,OUT035,3048.478486
FDB50,OUT027,1713.010188
NCC30,OUT027,3541.729758
FDA23,OUT018,1483.708668
FDW16,OUT017,1125.5349
FDQ52,OUT010,621.044924
FDB58,OUT049,2133.329728
NCP29,OUT049,966.182328
NCM05,OUT045,5094.947946
FDO25,OUT013,3837.411538
NCM54,OUT046,2246.722126
NCL54,OUT046,2964.00844
FDL39,OUT010,673.010614
FDF53,OUT018,3394.68117
NCQ42,OUT035,2209.397378
FDF58,OUT013,868.123304
FDZ04,OUT035,1117.418798
FDE26,OUT019,245.959836
FDS60,OUT017,2906.443372
FDV58,OUT017,3035.888208
FDM04,OUT045,951.048694
FDE08,OUT035,2953.249112
NCB43,OUT049,3459.4968
FDU11,OUT010,343.35306
FDF22,OUT019,497.565656
FDE24,OUT013,2282.868408
DRJ49,OUT046,2415.45582
NCQ53,OUT035,5287.024588
NCL41,OUT013,483.630462
FDR22,OUT013,1768.258272
FDH04,OUT035,1534.10307
DRH15,OUT045,928.577944000001
FDY40,OUT049,707.059626
NCI17,OUT035,1693.29585
NCC18,OUT013,2950.972076
FDY28,OUT027,5688.62849
FDB45,OUT027,2763.33632
NCL30,OUT018,1894.320844
FDM10,OUT017,3446.38054
FDH22,OUT027,3375.379628
NCZ53,OUT017,2918.707408
NCI18,OUT013,2831.234604
FDH14,OUT027,2795.787412
FDR36,OUT027,1006.576414
FDW01,OUT045,2421.394756
FDK02,OUT027,3454.390114
FDJ02,OUT018,2032.92043
FDU55,OUT013,5447.821946
NCV18,OUT027,2584.981816
FDH14,OUT018,1963.783758
FDZ37,OUT045,1451.930034
FDX49,OUT049,3788.082416
NCD43,OUT046,1780.242672
FDZ07,OUT013,1135.295528
FDK43,OUT035,2317.723038
FDR32,OUT018,3064.237972
FDT39,OUT013,2296.623836
NCV54,OUT017,1889.680218
FDF38,OUT018,315.136456
FDV60,OUT046,3383.449124
FDH44,OUT027,4174.479446
FDS21,OUT046,859.11503
NCL41,OUT045,545.270226
FDM46,OUT017,1669.946244
FDU27,OUT045,873.289912
NCJ54,OUT017,4648.389228
DRG51,OUT018,2489.02672
NCA29,OUT019,411.424452
FDR47,OUT045,2966.198922
NCL19,OUT027,3000.820522
DRG01,OUT049,1241.763606
FDG10,OUT046,869.854384
NCV05,OUT049,2453.785926
NCH18,OUT019,524.177682
FDV14,OUT018,1039.340432
DRJ23,OUT035,3350.485366
DRJ11,OUT046,3258.238776
FDZ03,OUT017,3216.34664
FDI27,OUT010,66.386918
FDJ14,OUT018,1102.984254
FDU32,OUT017,1889.899932
FDD47,OUT027,3811.87145
DRF36,OUT035,3170.2067
FDM21,OUT046,4716.134378
FDV10,OUT018,406.564112
FDH60,OUT018,2633.884826
FDX47,OUT010,306.128182
FDT19,OUT019,441.099158
FDO11,OUT045,4527.313498
FDH24,OUT027,4481.106978
FDL02,OUT018,1486.271998
FDB02,OUT049,2632.726334
FDA43,OUT046,3082.580762
FDG52,OUT045,659.94096
DRC12,OUT013,2817.319384
FDY37,OUT018,1966.393694
NCU18,OUT045,1842.188704
FDU09,OUT035,844.80033
DRJ25,OUT027,1631.829194
DRE12,OUT018,2035.257388
DRL47,OUT017,1953.98984
DRK01,OUT046,1432.042588
FDC22,OUT019,456.00642
FDG44,OUT013,881.579122
FDW04,OUT035,1800.363148
FDK09,OUT049,3219.336082
NCN43,OUT035,2442.05453
FDG04,OUT049,2987.397994
FDH32,OUT010,181.676846
DRI47,OUT017,2813.757354
DRE15,OUT013,1203.30034
FDY11,OUT035,1105.734008
FDO60,OUT049,691.99923
FDQ20,OUT018,469.775164
FDO57,OUT027,4145.949916
FDT14,OUT019,348.14682
FDA57,OUT049,714.496612
DRN35,OUT017,766.029532
FDJ03,OUT046,839.420666
FDX28,OUT017,1680.44591
DRE25,OUT045,1412.108536
FDR09,OUT046,4080.12227
FDB23,OUT035,4055.867176
FDO08,OUT045,2094.2739
FDQ23,OUT049,1833.466724
FDW04,OUT013,1714.841138
DRK13,OUT010,523.558488
NCL17,OUT027,2702.135984
FDY21,OUT035,3716.116094
FDJ38,OUT027,3937.767572
FDA37,OUT019,300.695254
FDV43,OUT013,586.5698
FDL36,OUT046,1616.86201
FDD53,OUT045,729.397216
FDZ19,OUT010,390.69144
FDV21,OUT045,2194.336982
NCL54,OUT018,2884.891426
DRI47,OUT027,3544.639304
DRG03,OUT049,3262.166996
FDG21,OUT013,2983.91586
FDW03,OUT018,1606.40895
NCI55,OUT046,2778.669694
DRC36,OUT019,483.577198
FDH22,OUT017,2143.622996
FDV20,OUT045,2044.10587
NCU41,OUT027,4863.609078
FDN46,OUT027,2460.99654
FDK50,OUT045,2377.412008
NCA05,OUT027,3742.388562
DRH01,OUT018,2992.018646
FDT08,OUT018,2201.973708
FDM08,OUT018,3402.13813
FDZ07,OUT035,1335.368428
FDS22,OUT017,760.569972
FDV35,OUT027,3262.033836
FDI28,OUT010,156.09681
FDW58,OUT027,2830.974942
FDT52,OUT045,3411.332828
FDY34,OUT046,2722.542754
FDR10,OUT046,2769.56155
FDK57,OUT017,2062.28221
FDR02,OUT027,2684.565522
FDX49,OUT046,3529.425774
FDQ20,OUT046,652.31755
DRK23,OUT045,4412.842504
NCW06,OUT046,3367.35008
FDR31,OUT017,2470.890328
NCE43,OUT013,3112.368654
DRO59,OUT027,2431.60147
FDN09,OUT049,4129.517972
FDR11,OUT046,2443.838874
FDO57,OUT013,2964.767452
NCX18,OUT017,3342.708822
FDB05,OUT018,2724.699946
FDQ08,OUT018,713.50457
NCG43,OUT035,1613.952464
FDJ56,OUT013,1512.684284
FDA13,OUT010,105.442746
FDO56,OUT017,1794.990142
FDB37,OUT018,3307.974036
FDZ02,OUT018,1132.539116
FDQ24,OUT046,4978.333076
FDM16,OUT013,1087.15153
FDU35,OUT049,1539.908846
FDT35,OUT035,2732.989156
NCX30,OUT049,3841.93232
FDG04,OUT017,3387.037786
FDI12,OUT035,1327.87152
FDE35,OUT035,1009.193008
NCP14,OUT027,2386.067408
NCY53,OUT045,1525.88044
FDP49,OUT017,864.767672
FDQ04,OUT017,815.578368
FDM39,OUT035,3162.589948
FDO58,OUT019,409.220654
FDC56,OUT017,2517.609514
NCQ54,OUT046,3438.810394
FDV10,OUT027,979.704726
NCK17,OUT046,554.64469
NCF55,OUT027,893.729972
FDV33,OUT013,5162.6132
NCH29,OUT019,282.239278
FDA37,OUT027,3742.568328
FDH46,OUT018,1390.782962
FDS25,OUT035,2249.551776
FDH04,OUT027,2243.373152
FDX52,OUT046,3109.905194
NCD42,OUT017,684.915118
FDW47,OUT017,2277.688484
FDL25,OUT027,2648.092998
NCJ06,OUT010,230.513276
FDY09,OUT013,2329.50104
FDS40,OUT046,668.09701
FDH41,OUT017,3012.871502
FDG38,OUT035,1521.359658
FDU03,OUT027,4923.797398
FDV20,OUT046,2308.96111
DRB13,OUT045,2613.937458
NCQ30,OUT013,1526.133444
NCH06,OUT013,3788.615056
FDU50,OUT018,1669.799768
NCO42,OUT019,299.057386
FDW09,OUT018,718.138538
FDH04,OUT013,1169.264644
FDC21,OUT045,1566.307816
FDL21,OUT049,752.440554
FDM46,OUT010,259.155992
FDT22,OUT019,192.11659
FDB28,OUT035,2725.512222
FDI12,OUT018,1268.242472
FDA28,OUT045,1834.691796
FDF59,OUT013,1608.546168
FDM45,OUT027,2743.315714
FDQ56,OUT017,1587.846446
FDR46,OUT049,2611.880136
FDT01,OUT013,2948.475326
FDD16,OUT027,2289.58633
NCU30,OUT010,311.9273
FDM40,OUT010,451.725326
FDI56,OUT035,1794.184524
NCS30,OUT013,2031.362458
FDU08,OUT017,1543.071396
FDX51,OUT027,5874.61972
FDA43,OUT045,2101.524462
FDX59,OUT010,76.03436
FDC37,OUT018,1595.782782
FDP58,OUT013,2859.770792
NCY42,OUT035,1684.360814
FDF21,OUT018,2815.148876
FDU10,OUT027,911.040772000001
DRL47,OUT018,1761.100922
FDA58,OUT018,3681.14162
FDJ22,OUT049,3340.837924
FDK50,OUT046,2636.647896
FDO38,OUT035,1381.56829
DRF60,OUT035,4312.899266
NCZ42,OUT019,533.652016
FDD35,OUT049,2100.812056
FDL25,OUT045,1198.846138
FDJ16,OUT013,770.084254
DRK59,OUT049,3239.28345
FDI50,OUT046,4482.791452
NCB19,OUT045,1528.836592
DRI37,OUT035,985.989878
FDA14,OUT027,3675.708692
FDC08,OUT018,2885.856836
FDS45,OUT046,2526.790896
FDI21,OUT049,1321.719528
DRJ47,OUT035,2666.509026
DRE37,OUT027,3900.802356
FDT55,OUT018,2249.019136
NCG42,OUT027,3693.99156
FDA31,OUT049,3060.229856
NCW42,OUT046,2637.693202
FDF50,OUT017,3205.840316
FDK56,OUT049,4000.978624
FDX10,OUT035,440.979314
NCK07,OUT027,3697.127478
FDZ49,OUT017,3146.877068
FDR33,OUT013,1781.907172
FDO44,OUT018,1058.608684
FDA20,OUT046,4367.301784
NCL30,OUT045,1591.255342
FDI05,OUT019,210.679094
FDQ12,OUT018,2944.074388
FDH47,OUT017,1770.415464
FDH34,OUT018,2725.412352
FDF29,OUT046,2519.926498
FDG40,OUT018,313.85812
NCE18,OUT017,4692.272106
FDP21,OUT010,418.82149
FDY50,OUT013,1603.366244
FDB36,OUT049,2376.866052
NCZ29,OUT049,2231.69502
FDU20,OUT018,1924.32845
FDO56,OUT013,1535.70099
FDW31,OUT049,2392.991728
DRH59,OUT013,1154.683624
NCB30,OUT017,2978.449642
FDK43,OUT027,3447.425846
FDW43,OUT045,4315.41599
NCL19,OUT017,2689.319334
FDJ27,OUT046,1434.885554
FDC45,OUT046,3045.60223
FDY40,OUT035,731.800754
NCM41,OUT035,1624.75174
NCK18,OUT019,693.657072
FDP37,OUT049,2463.29355
FDA27,OUT027,5931.239352
NCX30,OUT035,4281.007446
FDR09,OUT017,4870.85964
FDG08,OUT027,4349.185366
NCU30,OUT013,2450.77651
FDB16,OUT017,1298.456476
FDM16,OUT017,1350.162504
FDC48,OUT013,1370.635854
NCF18,OUT046,2720.172506
FDU46,OUT018,1343.790798
FDH41,OUT018,2951.085262
NCN42,OUT010,362.96087
FDU49,OUT046,1568.118792
FDB20,OUT027,2595.807724
FDG50,OUT019,225.027084
FDW20,OUT045,2186.567096
NCO55,OUT049,1622.940764
FDX48,OUT046,2695.711014
FDU48,OUT046,1753.237824
FDR48,OUT019,198.221976
FDK27,OUT013,1955.647682
FDT35,OUT013,2749.833896
FDN12,OUT049,1622.794288
NCE31,OUT019,106.647844
FDL21,OUT017,623.182142
FDV56,OUT017,1464.16078
FDR16,OUT017,4456.778646
NCP41,OUT049,1454.40681
FDJ27,OUT013,1671.750562
FDA07,OUT017,2013.725416
FDK55,OUT049,1175.722904
FDM33,OUT049,4434.421082
FDY46,OUT046,2985.733494
FDD36,OUT046,1895.992002
FDB12,OUT027,2912.415598
FDF28,OUT019,263.796618000001
NCE07,OUT019,411.151474
FDW50,OUT027,3847.12556
NCW18,OUT017,3527.335162
NCJ17,OUT019,253.050606
DRZ24,OUT010,183.747484
FDS07,OUT035,2833.731354
